Step,f0,f1,f2,s0,s1
0,2,2,2,2,2
1,1,3,3,2,2
2,2,3,2,2,2
3,3,2,3,2,2
4,3,3,2,2,2
5,2,3,3,2,2
6,2,3,2,1,1
7,2,3,3,1,1
8,1,4,3,1,1
9,1,4,2,1,1
10,1,4,1,1,0
11,0,4,2,1,0
12,0,4,3,1,0
13,0,4,4,1,0
14,0,4,4,1,0
15,0,4,4,1,0
